geneIndex	Geneid	seqnames	H	P	P_H_ratio	fishers_exact_p	H_sign	P_sign	sig_trans	baseMean_mp	LFC_mp	padj_mp	baseMean_mph	LFC_mph	padj_mph	baseMean_mh	LFC_mh	padj_mh	baseMean_ph	LFC_ph	padj_ph	pASE_CWE2	pASE_CWE3	pASE_CWE4	pASE_OZE2	pASE_OZE4	pASE_OZE5	ase_in_all_hyb	ase_in_crp_hyb	ase_in_osp_hyb	ase_in_any_hyb
Abca3;HiC_scaffold_27	Abca3	HiC_scaffold_27	1.2037037037037	1.00266371065195	0.832982159618542	0.675554405645944	positive	positive	no	28.3540143388505	0.575291202296491	0.174416392224313	30.1726825800747	-0.24439401624179	0.857213829935221	28.7923339962068	-0.560125146917042	0.39442710634794	33.4221362202317	0.0146696565199632	0.984211939135514	NA	NA	NA	0.56289	0.28449	0.24681	no	NA	no	yes
ABCB10;HiC_scaffold_5	ABCB10	HiC_scaffold_5	4.45454545454545	1.30317507931085	0.292549507600396	0.0583952427886985	positive	positive	no	112.435642880033	0.541468045866567	0.164499067984363	112.371295538209	0.0229625520897827	0.993577424018406	103.615300060834	-0.274252521985488	0.925663641794958	121.064936256033	0.27061086375949	0.476552176442934	0.00089	0.03169	0.0314	0.01711	0.00755	0.00229	yes	yes	yes	yes
Abcc3;HiC_scaffold_8	Abcc3	HiC_scaffold_8	0.921052631578947	1.22902789678154	1.3343731450771	0.367300406611893	negative	positive	no	293.093402109739	0.302289071229191	0.0452266026187378	284.025916648266	0.163982706732211	0.79491146939186	268.747940826771	0.00330548903748105	0.999258750084696	290.695662800578	0.305689494151755	0.174896477233138	0.5054	0.00236	0.03125	0.68464	0.70659	0.77762	no	no	no	yes
ABCC4;HiC_scaffold_56	ABCC4	HiC_scaffold_56	1.07536231884058	1.43551638100905	1.33491415484669	0.109633957996397	positive	positive	no	137.385710892334	0.296240984521563	0.376479115814761	126.713687605009	0.384725237014673	0.640963020320004	116.264084557239	0.224890284847141	0.901921311725981	126.647430623136	0.521694007438969	0.140457063020665	0.15647	0.19251	0.49149	0.88097	0.00015	0.16793	no	no	no	yes
abcd1;HiC_scaffold_11679	abcd1	HiC_scaffold_11679	2.61111111111111	1.49972107032716	0.574361260976359	0.0185573043175357	positive	positive	yes	319.873562484314	0.614632505021721	0.000842803996012501	302.287612206491	0.274051540780371	0.730678601992547	264.351230848195	-0.0691597498988459	0.983713339640617	322.490962212933	0.545848294637914	0.0194097413124113	0.6339	0.83342	0.29718	0	0.03882	0.08074	no	no	no	yes
Abcd4;HiC_scaffold_7	Abcd4	HiC_scaffold_7	0.51930758988016	1.12656387397206	2.16935761372568	2.53767385902249e-09	negative	positive	yes	264.548304387031	0.310237117696447	0.728880618924077	230.444843420972	0.724684889968591	0.714994450320973	202.565573417047	0.558780311866154	0.915053551037559	224.049518532925	0.866605360691044	0.280567697561325	0.12497	0.10305	0.25232	0	0	0	no	no	yes	yes
Abce1;HiC_scaffold_41	Abce1	HiC_scaffold_41	5.10891089108911	1.35524153565635	0.265270145545138	1.13245055907784e-27	positive	positive	yes	2242.34815058998	0.24976139951558	0.150816755404211	2229.76261341935	0.0377934628456588	0.981559526774663	2163.77856715469	-0.0951546100776569	0.937187528145623	2288.22754239065	0.154116633894607	0.514781388575773	0	0	0	0	0	0	yes	yes	yes	yes
ABCF1;HiC_scaffold_37	ABCF1	HiC_scaffold_37	0.946581196581197	1.61152232076134	1.70246601832124	1.19886983876376e-05	negative	positive	yes	1489.98864390066	0.359358992366682	0.0921933648179875	1466.2452703445	0.0828581667886557	0.95407615028854	1385.70891874571	-0.11155527236029	0.948581128738073	1525.40603578475	0.247667004988369	0.468155717421728	0	0	0.0087	0.0503	0.05053	0.2414	no	yes	no	yes
Abcf3;HiC_scaffold_21	Abcf3	HiC_scaffold_21	1.7737881508079	1.25088842631411	0.705207341555627	0.00148831291395877	positive	positive	yes	551.420063100336	0.196615036037593	0.271740182395511	525.592533011952	0.227999921677125	0.717910477049041	502.361315361577	0.123210473879818	0.956943947937891	524.024202913663	0.321375217139152	0.299326000079275	0.00807	0.09571	0	0	0	0	no	no	yes	yes
ABCG2;HiC_scaffold_41	ABCG2	HiC_scaffold_41	1.18181818181818	0.817856778201729	0.692032658478386	0.430095523488907	positive	negative	no	68.7168843723613	-0.185793448605112	0.597378137801793	73.3699454888799	-0.237867643243125	0.750970808384914	79.3915328061926	-0.147734263065109	0.939755731744581	72.4057699485942	-0.338686657495369	0.344122911212224	0.03922	0.28924	0.07095	0.04936	0.00098	0.20387	no	no	no	yes
ABHD12;HiC_scaffold_43	ABHD12	HiC_scaffold_43	0.655172413793103	0.871053897721793	1.32950331757537	0.339981631403775	negative	negative	no	51.982871740354	0.203021511884733	0.524330547192513	53.1486772476369	-0.0492148451910813	0.986612602820053	52.9292478921287	-0.154925793434807	0.974387475812197	54.7001591458525	0.0362028182186957	0.961448087296736	NA	NA	NA	0.16716	0.00556	0.05663	no	NA	no	yes
abhd13;HiC_scaffold_52	abhd13	HiC_scaffold_52	0.6125	0.705615737460791	1.15202569381354	0.722445202063726	negative	negative	no	67.5129828980266	-0.198835298589015	0.394551054312951	64.171506357284	0.227179472614199	0.714994450320973	66.0141577924916	0.32166259794252	0.543695086983063	59.2327533955818	0.122148201721996	0.755689929041146	NA	NA	NA	0.63951	0	0.94473	no	NA	no	yes
Abhd16a;HiC_scaffold_53	Abhd16a	HiC_scaffold_53	4.64615384615385	0.915533873096948	0.197051992553979	9.01240178001995e-13	positive	negative	yes	274.38003659838	-0.0795608592901206	0.577192466738966	276.354768953858	-0.0336444854391233	0.96832384876183	286.301932755927	0.00853828340265988	0.997714272678529	269.496824763256	-0.0761499824686186	0.715432328019492	NA	NA	NA	0	0	9e-05	NA	NA	yes	yes
ABHD3;HiC_scaffold_7	ABHD3	HiC_scaffold_7	0.741176470588235	0.91492215296735	1.23441877781309	0.60065793328791	negative	negative	no	45.052687443362	-0.196747422820465	0.589444205122116	44.0358385056626	0.0944283777195752	0.967978841992161	45.9377236589101	0.188430839898446	0.95716420870993	41.3322544490192	-0.0108440865451302	0.989404646209601	NA	NA	NA	0.01894	0.06923	0.05416	no	NA	no	yes
ABHD5;HiC_scaffold_11037	ABHD5	HiC_scaffold_11037	1.1	1.24162336957661	1.12874851779692	0.822269839648603	positive	positive	no	115.240394092704	0.134136838852504	0.547034593455414	111.624452695555	0.153651740110131	0.79491146939186	108.920652419996	0.0833928453570999	0.980505325488398	111.013661557536	0.216619874722554	0.423613143223267	0.17879	0.22542	1	0.58638	1	1	no	no	no	yes
Abi1;HiC_scaffold_8	Abi1	HiC_scaffold_8	1.25196850393701	0.999996964921348	0.798739714119567	0.435718438089345	positive	negative	no	90.3487349607207	-0.202786158888337	0.550138095450808	94.203043476166	-0.151813220795669	0.886379546654847	101.08495718073	-0.0576546369410052	0.997714272678529	91.6479763541284	-0.256033748234173	0.411370267905357	0.00041	0.22501	0.01311	0.49907	0.05143	0.74105	no	no	no	yes
Abtb1;HiC_scaffold_18	Abtb1	HiC_scaffold_18	0.342465753424658	1.04446397949144	3.049834820115	0.0052901197193311	negative	positive	yes	152.010427202141	0.151187113123238	0.435506754646294	156.895177135901	-0.132317715718645	0.82925737258356	158.252049951662	-0.21153571276766	0.767988188333041	160.914094838403	-0.0604951456055964	0.873433154696269	0.33242	0.33118	1	0.00366	0.03618	0.001	no	no	yes	yes
Acaa1b;HiC_scaffold_1	Acaa1b	HiC_scaffold_1	0.815864022662889	1.18398232746383	1.45120056109282	0.0726569704641355	negative	positive	no	109.022063502035	-0.117947960909585	0.706747964418776	106.029399505578	0.16436287821571	0.913319634695771	108.743307873176	0.214640094260609	0.948581128738073	100.772778220204	0.10008333972204	0.860818156507455	0.0025	0.03462	0.21597	0	0	0.57722	no	no	no	yes
ACACB;HiC_scaffold_33	ACACB	HiC_scaffold_33	1.375	0.616474459859069	0.448345061715687	0.0146843707109994	positive	negative	yes	159.029238232217	-0.36455311053166	0.0930434920260262	160.430192750847	-0.0192183961856706	0.993577424018406	174.234518441034	0.150507112863534	0.941197553967162	148.8612173989	-0.215968724249213	0.487697802994229	0.22703	1	1	0.00126	0.00066	1e-04	no	no	yes	yes
ACAD11;HiC_scaffold_11	ACAD11	HiC_scaffold_11	0.914893617021277	1.15505202127755	1.26249872093128	0.561886446813336	negative	positive	no	119.181194582205	0.052321140764377	0.817879182086353	120.163434548315	-0.036941966572456	0.979691149752448	121.499914807301	-0.0639163090501556	0.982014760830329	120.176456879602	-0.0104355132014872	0.980875284803759	0.79233	0.18008	0.34394	1	0.86094	1	no	no	no	yes
ACADSB;HiC_scaffold_8	ACADSB	HiC_scaffold_8	1.13709677419355	1.23773567582327	1.08850513334812	0.734974583614798	positive	positive	no	344.265302627211	0.302208437098308	0.0455386495335487	351.971224057703	-0.0855834209747018	0.918710951369418	343.532255194842	-0.24852283125872	0.338314112243037	368.870639570673	0.0549327186742059	0.861668878743206	0.55949	0.09484	0.87714	0.48693	0.51579	0.08806	no	no	no	yes
ACAP2;HiC_scaffold_21	ACAP2	HiC_scaffold_21	1.14619883040936	0.845541056956723	0.737691432344896	0.140018135129406	positive	negative	no	357.49632157803	-0.190675974698767	0.211898910362534	357.066583389965	0.0241437598804534	0.986612602820053	375.319911599016	0.113827232657934	0.922953522572082	340.022677472625	-0.0770607680483263	0.732369248243898	0.00041	1e-05	0.07263	0.64844	0.00023	0.98393	no	no	no	yes
ACAP3;HiC_scaffold_34	ACAP3	HiC_scaffold_34	1.84210526315789	0.784920108744673	0.426099487604251	0.0820155687716797	positive	negative	no	65.9901141712057	-0.183293508227288	0.532815997531498	70.2103475387587	-0.205830696226106	0.83529661173068	75.7516945046942	-0.121397835869809	0.980505325488398	69.2535812153049	-0.310348077102322	0.491688778316664	NA	NA	NA	1	0.06378	0.23556	no	NA	no	yes
acat1;HiC_scaffold_14	acat1	HiC_scaffold_14	0.754496840058338	0.893633113554911	1.18440935217942	0.00788951943079233	negative	negative	yes	870.957945331749	-0.209755491300553	0.0376323165143848	886.003533552507	-0.059977344661878	0.925307834180965	941.343727360335	0.0378635631328145	0.995944427850483	849.960132589165	-0.172745982197278	0.279904112856549	0.00998	0.23684	0.36301	0	0	0	no	no	yes	yes
ACAT2;HiC_scaffold_7	ACAT2	HiC_scaffold_7	0.951260504201681	1.37560814679362	1.44608983629365	0.00892774011029689	negative	positive	yes	213.265991983831	0.178441764746978	0.502160213680816	208.903791915077	0.0965678342760762	0.931685739813023	203.547132682152	-0.00210656562135886	0.999258750084696	210.323585640525	0.181404836746607	0.629990972585154	0.36793	0.42941	0.35011	0.57029	0.02323	0.56693	no	no	no	yes
Acbd3;HiC_scaffold_7	Acbd3	HiC_scaffold_7	1.05070993914807	0.996770866898499	0.948664164828108	0.72405687364733	positive	negative	no	260.556623739828	-0.113201508670854	0.571837119784515	254.574169578364	0.11296722950823	0.865223217357689	261.184785763248	0.166435017061456	0.906902264873396	242.976772918479	0.0516491113171397	0.867494585682586	0.12448	0.88723	0.14547	0.47769	0.02444	0.6686	no	no	no	yes
acbd5a;HiC_scaffold_11	acbd5a	HiC_scaffold_11	3	1.33281588126982	0.444271960423273	0.129194218101467	positive	positive	no	134.547262899554	0.235693763251522	0.15159616630867	132.007377276901	0.0865209529533276	0.906404734984208	127.282247607131	-0.0367835034902559	0.997714272678529	134.481102893005	0.197461895541724	0.346028440621914	0.16693	0.31028	0.62717	1	0.00067	0.00715	no	no	no	yes
ACER2;HiC_scaffold_657	ACER2	HiC_scaffold_657	1.1	1.44911300966713	1.31737546333376	0.441784687867391	positive	positive	no	48.3462546035543	0.614034203658338	0.0888404349871581	44.7867974001133	0.385829162522015	0.724929142508954	38.5177229335476	0.0521114721768318	0.997714272678529	47.431233179428	0.660997422705145	0.0826718675220384	0.47785	1	0.06786	0.27362	0.016	0.4268	no	no	no	yes
ACER3;HiC_scaffold_14	ACER3	HiC_scaffold_14	1.10309278350515	1.12381662063013	1.01878702991703	1	positive	positive	no	56.470171019213	0.260274779011894	0.489258981369009	54.8211476292549	0.182303476476397	0.924384471354684	52.4391325926794	0.0453225420286477	0.997714272678529	55.6432879823894	0.299132544158436	0.623507887233742	0.00087	0.00692	8e-04	0.06029	0.00099	0.4452	no	yes	no	yes
Acin1;HiC_scaffold_46	Acin1	HiC_scaffold_46	2.74763406940063	1.13913675080165	0.414588231922071	1.26053207604096e-14	positive	positive	yes	1807.63907402095	-0.184682842854932	0.522233369810899	1883.26415388478	-0.160471918645082	0.886379546654847	2014.10626324409	-0.073658458632181	0.997714272678529	1838.44999221916	-0.260491248287058	0.492027704307452	NA	NA	NA	0	0	0	NA	NA	yes	yes
ACIN1;HiC_scaffold_24	ACIN1	HiC_scaffold_24	1.29696472518458	1.06804315298397	0.823494372857344	0.0119910953768763	positive	positive	yes	1359.88108434962	-0.0670939291040717	0.730094873361447	1350.93805998724	0.0428760176131486	0.961602169484114	1385.91397959531	0.0732193510747356	0.974308618005685	1312.12022388863	0.00582236162519999	0.983171107517452	0	0.03495	0.0298	0.04564	0	2e-04	yes	yes	yes	yes
Acly;HiC_scaffold_8	Acly	HiC_scaffold_8	1.66169154228856	1.05607992844425	0.635545106638604	0.0065383874828422	positive	positive	yes	680.269601449413	0.00764449961795852	0.973607610581172	662.775820519254	0.131729733692095	0.871974366307084	664.405075173405	0.125129147292883	0.96790706883768	645.687861697516	0.13241286517736	0.732369248243898	0.45339	0.37417	0.54913	0	0.00057	0.56762	no	no	no	yes
ACO1;HiC_scaffold_52	ACO1	HiC_scaffold_52	1.21276595744681	1.11742528018027	0.921385757341627	0.503527501601126	positive	positive	no	733.808521511601	0.0772090343954804	0.502160213680816	734.393847010717	0.0103615198062079	0.993427873805141	737.48285268842	-0.0316347055318746	0.997714272678529	734.292344855758	0.045281092470706	0.802172726300631	NA	NA	NA	0	0.0075	0.87278	no	NA	no	yes
Aco2;HiC_scaffold_27	Aco2	HiC_scaffold_27	1.01047120418848	1.14164303629291	1.12981253850749	0.441640164339483	positive	positive	no	516.99292615184	0.00615971755715217	0.978139358219545	512.955030698142	0.0507775879466761	0.96832384876183	519.391757167164	0.0452356541635581	0.997714272678529	504.161486659808	0.0505242619810667	0.887575219093537	NA	NA	NA	0.90091	0.16236	0.9629	no	NA	no	yes
ACOX1;HiC_scaffold_1	ACOX1	HiC_scaffold_1	0.709677419354839	0.917324858780045	1.29259411919006	0.626678376825319	negative	negative	no	151.999769356526	-0.0468287017936162	0.876790861745863	150.970687468727	0.0360151602656063	0.986162689803828	154.534738116708	0.0585934837018338	0.997714272678529	146.999035952753	0.00886834014121327	0.982964962689219	NA	NA	NA	0.00216	0.00229	0.06364	no	NA	no	yes
Acox3;HiC_scaffold_58	Acox3	HiC_scaffold_58	0.544600938967136	1.23262021213739	2.26334573435572	0.000219051561713353	negative	positive	yes	254.476934890915	0.04844663270477	0.85101561174034	249.012112068151	0.102026108803235	0.904529076433117	248.295797764185	0.0751556979707287	0.980505325488398	244.992695669387	0.123881541768788	0.703514699101258	0.07029	0.00637	0.03091	0.00583	0	0.04395	no	no	yes	yes
acp2;HiC_scaffold_56	acp2	HiC_scaffold_56	1.28869653767821	1.29458805085368	1.00457168387066	0.944249284615749	positive	positive	no	933.571793705696	0.52281159760678	0.00250218081763762	940.352173543443	-0.0187810758489529	0.993577424018406	874.981929004277	-0.30671019819257	0.556197237739311	1013.61222440562	0.214867988792766	0.459417306194428	0.05455	0.18917	0.90699	0	0	0	no	no	yes	yes
Acp5;HiC_scaffold_1	Acp5	HiC_scaffold_1	1.06522535727373	1.36581431136985	1.28218343850304	1.91266460880009e-05	positive	positive	yes	1567.86714525279	0.43008504540486	0.0253191177255918	1556.44245523909	0.0457869038691632	0.986162689803828	1459.44400652273	-0.188045520138483	0.886538476324981	1643.9045726001	0.2409434623193	0.302789142676581	0.00248	0.12392	0.06253	0.20508	0.04965	0.45123	no	no	no	yes
ACSL1;HiC_scaffold_1	ACSL1	HiC_scaffold_1	0.6677471636953	1.38929445869945	2.08056961412029	5.2318880276375e-11	negative	positive	yes	3067.76340890352	0.133387234740965	0.598970442009911	3227.87225918513	-0.19805225748788	0.825934943789618	3296.31184157325	-0.269054661049564	0.875805653283623	3331.15048475328	-0.136087339377866	0.764693363230759	0.08405	0.00393	0.04584	0	0	0	no	no	yes	yes
ACSL4;HiC_scaffold_6	ACSL4	HiC_scaffold_6	0.778523489932886	1.16056299800833	1.49072316123483	0.0928322061232765	negative	positive	no	393.551747800915	0.117048648025877	0.379307496042214	389.272662161685	0.0578021429203887	0.931906910034183	385.577483843832	-0.0039828155281029	0.999258750084696	389.743860682195	0.113067907727857	0.602897708120955	NA	NA	NA	0.6985	0.01531	0.26511	no	NA	no	yes
ACSL6;HiC_scaffold_29	ACSL6	HiC_scaffold_29	0.805825242718447	0.586438189212417	0.727748596251553	0.243932681159778	negative	negative	no	133.090350307547	-0.528892232561512	0.143760349593637	147.135843462492	-0.38514261545687	0.706116668569997	169.220253879064	-0.147456293949414	0.96790706883768	140.082079671218	-0.67503491268982	0.0446515359109446	1e-05	0.03592	3e-05	0.21338	0.12952	0.03891	no	yes	no	yes
Acss1;HiC_scaffold_7	Acss1	HiC_scaffold_7	1.18243243243243	1.24148316876556	1.04994005129888	0.683574439539492	positive	positive	no	336.577382201363	0.469062695667027	0.00600764459013238	333.460252335592	0.0592035584178678	0.976601116651215	309.964112073252	-0.193788295024143	0.860497461053806	354.191649242917	0.273106365089736	0.346362997370665	0	0	0	0.88697	0.46029	0.00406	no	yes	no	yes
ACSS2;HiC_scaffold_46	ACSS2	HiC_scaffold_46	1.56694560669456	0.889961679876015	0.567959523338765	2.57418847575685e-06	positive	negative	yes	493.726362260173	-0.320857277425799	0.109904387040551	519.720660030586	-0.200705179606693	0.735926513217114	569.925461119309	-0.0524623987988731	0.997714272678529	498.480115681319	-0.373915641074791	0.0205882476300955	0.56278	0.00198	0.15337	0.04987	0	0.08526	no	no	no	yes
actbb;HiC_scaffold_1	actbb	HiC_scaffold_1	0.928521495980426	1.68222638578759	1.8117258384108	1.94527727993151e-53	negative	positive	yes	4788.66391782858	0.312716939437095	0.214533364123994	4704.98439484004	0.0909489762348221	0.951860172151575	4480.65561555599	-0.0769595313092517	0.982014760830329	4852.93809561172	0.234700537228516	0.550963951462182	0	0	0	0.00732	0.00904	0.45717	no	yes	no	yes
Actn4;HiC_scaffold_37	Actn4	HiC_scaffold_37	0.929645803008248	0.99557043451329	1.07091370852395	0.310121237103372	negative	negative	no	1618.16035142664	-0.193827401918038	0.224415346932249	1628.56887826818	-0.0141616603807682	0.993577424018406	1717.7091450509	0.0769017364210796	0.974781877721749	1557.38835105087	-0.117580337838623	0.613461553948572	0.18117	0.91153	0.18395	0.5016	4e-05	0.1499	no	no	no	yes
actr3;HiC_scaffold_52	actr3	HiC_scaffold_52	1.0239633817986	1.30834907934501	1.27773033938663	2.03324883496945e-07	positive	positive	yes	3037.56959529134	0.287349127001045	0.034565797965591	3125.83936448816	-0.109118568188188	0.864138887967604	3071.31226058678	-0.263057975021186	0.365693982474114	3275.52581159478	0.0233851341953111	0.942179256276529	0	0	2e-05	0.43302	0.17006	0.45644	no	yes	no	yes
actr8;HiC_scaffold_18	actr8	HiC_scaffold_18	1.1909307875895	1.07045556916853	0.898839445854937	0.512153603282611	positive	positive	no	253.252201759416	-0.0791893158116768	0.65407093262868	254.549003601187	-0.0190851410603234	0.990370232013561	263.230220121076	0.0191222689608079	0.997714272678529	248.200918079571	-0.0621157571631383	0.825268394214674	0	0.03594	6e-05	0.96601	0.01029	0.18852	no	yes	no	yes
ACVR2B;HiC_scaffold_37	ACVR2B	HiC_scaffold_37	0.735244519392917	0.787691349637722	1.07133250076874	0.538508377132339	negative	negative	no	3165.4205740785	-0.177314553474744	0.239157197403067	3195.67012259682	-0.0276676121608354	0.986162689803828	3366.29006444158	0.0561530229657261	0.973152182410876	3069.72085169201	-0.122432287512606	0.602897708120955	0	4e-04	0.00365	0	0	0	yes	yes	yes	yes
ACVR2B;HiC_scaffold_54	ACVR2B	HiC_scaffold_54	0.224089635854342	0.787691349637722	3.51507264775834	3.34696510097446e-36	negative	negative	yes	3165.4205740785	-0.177314553474744	0.239157197403067	3195.67012259682	-0.0276676121608354	0.986162689803828	3366.29006444158	0.0561530229657261	0.973152182410876	3069.72085169201	-0.122432287512606	0.602897708120955	0	4e-04	0.00365	0	0	0	yes	yes	yes	yes
Acy1a;HiC_scaffold_34	Acy1a	HiC_scaffold_34	0.32	1.34610464893639	4.20657702792621	0.000370629175508061	negative	positive	yes	169.69519006343	0.339062939761958	0.065414254137887	163.887351734158	0.156515604721762	0.817707429267402	153.635149254454	-0.0253790917940869	0.997714272678529	168.512467872436	0.309483000390613	0.148939294606385	0.00364	0.21995	0.51075	0	0.01907	0.06402	no	no	no	yes
acy3.2;HiC_scaffold_1	acy3.2	HiC_scaffold_1	4.30681818181818	3.38716151495946	0.78646494278742	0.326872321849731	positive	positive	no	264.090771132129	1.61460041170318	2.21698200296921e-13	252.501279327118	0.216869722383705	0.946539626608872	182.540242328304	-0.808869655987779	0.00320088524191184	309.574080140824	0.804484255029757	0.00235478296743195	NA	NA	NA	0	0	3e-05	NA	NA	yes	yes
ACYP1;HiC_scaffold_9	ACYP1	HiC_scaffold_9	1.05	1.00200765868973	0.954293008275937	1	positive	positive	no	47.0846735962055	0.265656315643597	0.438606169089251	46.6941802506456	0.0133335389370038	0.995059952305389	45.1938151335405	-0.119846088811126	0.989199838929537	47.9111626476384	0.135036772489869	0.819701260859209	NA	NA	NA	0.3904	1	0.22974	no	NA	no	yes
adal;HiC_scaffold_57	adal	HiC_scaffold_57	0.942196531791908	1.17449515625254	1.24655007381405	0.356578274795762	negative	positive	no	115.064361295051	0.240082154250728	0.164869703747602	111.534699989921	0.143910478675848	0.81709424924575	106.809359534596	0.0182413868069538	0.997714272678529	112.952675980905	0.256990940522681	0.303154174413493	0.00136	0.3785	0.03114	0.41536	0.99174	0.38643	no	no	no	yes
