geneIndex	Geneid	seqnames	H	P	P_H_ratio	fishers_exact_p	H_sign	P_sign	sig_trans	baseMean_mp	LFC_mp	padj_mp	baseMean_mph	LFC_mph	padj_mph	baseMean_mh	LFC_mh	padj_mh	baseMean_ph	LFC_ph	padj_ph	pASE_CWE2	pASE_CWE3	pASE_CWE4	pASE_OZE2	pASE_OZE4	pASE_OZE5	ase_in_all_hyb	ase_in_crp_hyb	ase_in_osp_hyb	ase_in_any_hyb
ACADM;HiC_scaffold_46	ACADM	HiC_scaffold_46	1.43544303797468	0.991812614453374	0.690945295783215	0.000178528799910715	positive	negative	yes	643.906009094236	-0.017624493862556	0.90037684437707	653.43335177376	-0.0516135750087925	0.916897167520205	671.740846973198	-0.0450979418631758	0.983954280519229	647.091218444744	-0.0635404454522878	0.752830011443953	0	0	0	1	0.25177	0.12489	no	yes	no	yes
ACADSB;HiC_scaffold_8	ACADSB	HiC_scaffold_8	0.927536231884058	0.81145625870203	0.874851278913126	0.755466745442103	negative	negative	no	344.265302627211	0.302208437098308	0.0455386495335487	351.971224057703	-0.0855834209747018	0.918710951369418	343.532255194842	-0.24852283125872	0.338314112243037	368.870639570673	0.0549327186742059	0.861668878743206	0.55949	0.09484	0.87714	0.48693	0.51579	0.08806	no	no	no	yes
ACADVL;HiC_scaffold_24	ACADVL	HiC_scaffold_24	0.348101265822785	1.28783566136889	3.69960062720517	2.92089805408185e-07	negative	positive	yes	767.714174805655	-0.260172619092572	0.118528993286407	790.622296118122	-0.110723384902006	0.871097840528571	851.838970104433	0.0110796228221933	0.997714272678529	756.541222875376	-0.249420627285949	0.16312268643695	0	0.89704	0	NA	NA	NA	no	no	NA	yes
ACAP2;HiC_scaffold_21	ACAP2	HiC_scaffold_21	0.511363636363636	1.11049250957024	2.17162979649291	0.0195500197013203	negative	positive	yes	357.49632157803	-0.190675974698767	0.211898910362534	357.066583389965	0.0241437598804534	0.986612602820053	375.319911599016	0.113827232657934	0.922953522572082	340.022677472625	-0.0770607680483263	0.732369248243898	0.00041	1e-05	0.07263	0.64844	0.00023	0.98393	no	no	no	yes
acat1;HiC_scaffold_14	acat1	HiC_scaffold_14	0.967908902691511	1.19584973574329	1.23549822965564	0.0257882505209392	negative	positive	yes	870.957945331749	-0.209755491300553	0.0376323165143848	886.003533552507	-0.059977344661878	0.925307834180965	941.343727360335	0.0378635631328145	0.995944427850483	849.960132589165	-0.172745982197278	0.279904112856549	0.00998	0.23684	0.36301	0	0	0	no	no	yes	yes
ACAT2;HiC_scaffold_7	ACAT2	HiC_scaffold_7	1.32620320855615	1.11621182678945	0.841659724232365	0.379916636864795	positive	positive	no	213.265991983831	0.178441764746978	0.502160213680816	208.903791915077	0.0965678342760762	0.931685739813023	203.547132682152	-0.00210656562135886	0.999258750084696	210.323585640525	0.181404836746607	0.629990972585154	0.36793	0.42941	0.35011	0.57029	0.02323	0.56693	no	no	no	yes
Acbd3;HiC_scaffold_7	Acbd3	HiC_scaffold_7	0.841463414634146	1.15822925570007	1.37644636184646	0.304383506449479	negative	positive	no	260.556623739828	-0.113201508670854	0.571837119784515	254.574169578364	0.11296722950823	0.865223217357689	261.184785763248	0.166435017061456	0.906902264873396	242.976772918479	0.0516491113171397	0.867494585682586	0.12448	0.88723	0.14547	0.47769	0.02444	0.6686	no	no	no	yes
acbd5a;HiC_scaffold_11	acbd5a	HiC_scaffold_11	0.609756097560976	0.948522754238223	1.55557731695068	0.278531192367035	negative	negative	no	134.547262899554	0.235693763251522	0.15159616630867	132.007377276901	0.0865209529533276	0.906404734984208	127.282247607131	-0.0367835034902559	0.997714272678529	134.481102893005	0.197461895541724	0.346028440621914	0.16693	0.31028	0.62717	1	0.00067	0.00715	no	no	no	yes
acdh-11;HiC_scaffold_33	acdh-11	HiC_scaffold_33	0.398305084745763	0.924766303953798	2.32175369928826	0.00801535570134211	negative	negative	yes	513.773457741229	0.0942601106556259	0.652332131400117	534.212691480747	-0.14436048340121	0.837975612432341	545.666467591363	-0.194853063479384	0.875828585356634	545.123700454081	-0.102779041880908	0.793143817638954	0	0.78412	0.01634	NA	NA	NA	no	no	NA	yes
ACER2;HiC_scaffold_657	ACER2	HiC_scaffold_657	0.627450980392157	0.60184249920572	0.959186483109116	1	negative	negative	no	48.3462546035543	0.614034203658338	0.0888404349871581	44.7867974001133	0.385829162522015	0.724929142508954	38.5177229335476	0.0521114721768318	0.997714272678529	47.431233179428	0.660997422705145	0.0826718675220384	0.47785	1	0.06786	0.27362	0.016	0.4268	no	no	no	yes
ACER3;HiC_scaffold_14	ACER3	HiC_scaffold_14	1.43	0.78150770874533	0.546508887234497	0.0519443663917976	positive	negative	no	56.470171019213	0.260274779011894	0.489258981369009	54.8211476292549	0.182303476476397	0.924384471354684	52.4391325926794	0.0453225420286477	0.997714272678529	55.6432879823894	0.299132544158436	0.623507887233742	0.00087	0.00692	8e-04	0.06029	0.00099	0.4452	no	yes	no	yes
ACIN1;HiC_scaffold_24	ACIN1	HiC_scaffold_24	0.379928315412186	1.16919825831843	3.07741805727209	3.39908782686138e-09	negative	positive	yes	1359.88108434962	-0.0670939291040717	0.730094873361447	1350.93805998724	0.0428760176131486	0.961602169484114	1385.91397959531	0.0732193510747356	0.974308618005685	1312.12022388863	0.00582236162519999	0.983171107517452	0	0.03495	0.0298	0.04564	0	2e-04	yes	yes	yes	yes
Acox3;HiC_scaffold_58	Acox3	HiC_scaffold_58	1.49606299212598	1.16187433278375	0.776621264544928	0.280422721152242	positive	positive	no	254.476934890915	0.04844663270477	0.85101561174034	249.012112068151	0.102026108803235	0.904529076433117	248.295797764185	0.0751556979707287	0.980505325488398	244.992695669387	0.123881541768788	0.703514699101258	0.07029	0.00637	0.03091	0.00583	0	0.04395	no	no	yes	yes
acp2;HiC_scaffold_56	acp2	HiC_scaffold_56	0.901685393258427	0.627214542783449	0.695602421280087	0.0116753632821909	negative	negative	yes	933.571793705696	0.52281159760678	0.00250218081763762	940.352173543443	-0.0187810758489529	0.993577424018406	874.981929004277	-0.30671019819257	0.556197237739311	1013.61222440562	0.214867988792766	0.459417306194428	0.05455	0.18917	0.90699	0	0	0	no	no	yes	yes
Acp5;HiC_scaffold_1	Acp5	HiC_scaffold_1	1.19143780290792	0.754188283716032	0.633006844230812	2.10066623068909e-09	positive	negative	yes	1567.86714525279	0.43008504540486	0.0253191177255918	1556.44245523909	0.0457869038691632	0.986162689803828	1459.44400652273	-0.188045520138483	0.886538476324981	1643.9045726001	0.2409434623193	0.302789142676581	0.00248	0.12392	0.06253	0.20508	0.04965	0.45123	no	no	no	yes
ACSL1;HiC_scaffold_44	ACSL1	HiC_scaffold_44	1.28504672897196	1.15041385917256	0.895231148592465	0.362386218005813	positive	positive	no	3067.76340890352	0.133387234740965	0.598970442009911	3227.87225918513	-0.19805225748788	0.825934943789618	3296.31184157325	-0.269054661049564	0.875805653283623	3331.15048475328	-0.136087339377866	0.764693363230759	0.08405	0.00393	0.04584	0	0	0	no	no	yes	yes
ACSL1;HiC_scaffold_1	ACSL1	HiC_scaffold_1	0.787313432835821	1.15041385917256	1.46118916710069	0.0195015989968883	negative	positive	yes	3067.76340890352	0.133387234740965	0.598970442009911	3227.87225918513	-0.19805225748788	0.825934943789618	3296.31184157325	-0.269054661049564	0.875805653283623	3331.15048475328	-0.136087339377866	0.764693363230759	0.08405	0.00393	0.04584	0	0	0	no	no	yes	yes
ACSL6;HiC_scaffold_29	ACSL6	HiC_scaffold_29	1.28260869565217	1.28344177079069	1.00064951620969	1	positive	positive	no	133.090350307547	-0.528892232561512	0.143760349593637	147.135843462492	-0.38514261545687	0.706116668569997	169.220253879064	-0.147456293949414	0.96790706883768	140.082079671218	-0.67503491268982	0.0446515359109446	1e-05	0.03592	3e-05	0.21338	0.12952	0.03891	no	yes	no	yes
Acss1;HiC_scaffold_7	Acss1	HiC_scaffold_7	3.19626168224299	0.649395202937787	0.203173352965916	3.00613314507631e-16	positive	negative	yes	336.577382201363	0.469062695667027	0.00600764459013238	333.460252335592	0.0592035584178678	0.976601116651215	309.964112073252	-0.193788295024143	0.860497461053806	354.191649242917	0.273106365089736	0.346362997370665	0	0	0	0.88697	0.46029	0.00406	no	yes	no	yes
ACSS2;HiC_scaffold_46	ACSS2	HiC_scaffold_46	2.20512820512821	1.37328490736887	0.622768737062629	0.201170259795704	positive	positive	no	493.726362260173	-0.320857277425799	0.109904387040551	519.720660030586	-0.200705179606693	0.735926513217114	569.925461119309	-0.0524623987988731	0.997714272678529	498.480115681319	-0.373915641074791	0.0205882476300955	0.56278	0.00198	0.15337	0.04987	0	0.08526	no	no	no	yes
acta1;HiC_scaffold_5	acta1	HiC_scaffold_5	0.94238683127572	1.72458288022208	1.83001589473347	1.61576323329784e-55	negative	positive	yes	7860.36246869158	-1.0559809453618	0.213756877380478	9289.76659214882	-0.621752476880295	0.790220268618488	11575.9284819558	-0.191881607664205	0.987296401597138	8520.8107481412	-1.24643020533449	0.16145714371312	0.13043	0.08926	0.35545	NA	NA	NA	no	no	NA	yes
actbb;HiC_scaffold_1	actbb	HiC_scaffold_1	1.73511486169714	1.16153031834587	0.669425606331193	6.26830005279693e-15	positive	positive	yes	4788.66391782858	0.312716939437095	0.214533364123994	4704.98439484004	0.0909489762348221	0.951860172151575	4480.65561555599	-0.0769595313092517	0.982014760830329	4852.93809561172	0.234700537228516	0.550963951462182	0	0	0	0.00732	0.00904	0.45717	no	yes	no	yes
ACTL6A;HiC_scaffold_16	ACTL6A	HiC_scaffold_16	6.18181818181818	0.906221005055346	0.146594574347188	6.16116404387524e-23	positive	negative	yes	1516.30200559095	0.0861101592574907	0.51868727234945	1507.72746925506	0.0377285666940756	0.955860942352755	1506.16088508569	-0.00847761303351173	0.997714272678529	1504.83973639193	0.0767361458096958	0.662862003621041	0	0	0	NA	NA	NA	NA	yes	NA	yes
Actn4;HiC_scaffold_37	Actn4	HiC_scaffold_37	1.21621621621622	1.2937134025383	1.06371990875371	0.822049699784708	positive	positive	no	1618.16035142664	-0.193827401918038	0.224415346932249	1628.56887826818	-0.0141616603807682	0.993577424018406	1717.7091450509	0.0769017364210796	0.974781877721749	1557.38835105087	-0.117580337838623	0.613461553948572	0.18117	0.91153	0.18395	0.5016	4e-05	0.1499	no	no	no	yes
Actr1b;HiC_scaffold_47	Actr1b	HiC_scaffold_47	1.17374517374517	1.14634019813146	0.976651681960684	0.937618179460045	positive	positive	no	695.437347041725	-0.130272883614399	0.278124618061696	694.524402864298	0.0197338699222162	0.986162689803828	721.892367930068	0.0811521199394226	0.899988344292137	668.971457427058	-0.0506047873765219	0.815875372816439	0.32837	0.15246	0.7405	NA	NA	NA	no	no	NA	yes
actr2a;HiC_scaffold_24	actr2a	HiC_scaffold_24	1.20833333333333	0.903212316760649	0.747486055250192	0.00317878301307721	positive	negative	yes	1592.70814002424	0.172178379593695	0.0733276849883606	1618.11084906966	-0.0578501261084233	0.925307834180965	1610.88311060305	-0.148386063277804	0.780697284677311	1655.07737598751	0.0220993712498823	0.926682558636544	0	0	0.00018	NA	NA	NA	NA	yes	NA	yes
actr3;HiC_scaffold_52	actr3	HiC_scaffold_52	0.467811158798283	0.888077775984487	1.89836808994849	7.03878658857533e-06	negative	negative	yes	3037.56959529134	0.287349127001045	0.034565797965591	3125.83936448816	-0.109118568188188	0.864138887967604	3071.31226058678	-0.263057975021186	0.365693982474114	3275.52581159478	0.0233851341953111	0.942179256276529	0	0	2e-05	0.43302	0.17006	0.45644	no	yes	no	yes
actr3;HiC_scaffold_56	actr3	HiC_scaffold_56	0.795484727755644	0.888077775984487	1.11639827264828	0.280914470113976	negative	negative	no	3037.56959529134	0.287349127001045	0.034565797965591	3125.83936448816	-0.109118568188188	0.864138887967604	3071.31226058678	-0.263057975021186	0.365693982474114	3275.52581159478	0.0233851341953111	0.942179256276529	0	0	2e-05	0.43302	0.17006	0.45644	no	yes	no	yes
actr8;HiC_scaffold_18	actr8	HiC_scaffold_18	5.42307692307692	1.18927337084996	0.219298635759568	1.31075329181994e-05	positive	positive	yes	253.252201759416	-0.0791893158116768	0.65407093262868	254.549003601187	-0.0190851410603234	0.990370232013561	263.230220121076	0.0191222689608079	0.997714272678529	248.200918079571	-0.0621157571631383	0.825268394214674	0	0.03594	6e-05	0.96601	0.01029	0.18852	no	yes	no	yes
ACVR1;HiC_scaffold_52	ACVR1	HiC_scaffold_52	0.986842105263158	0.959712531581539	0.972508698669293	1	negative	negative	no	410.376644000063	-0.0077119104661585	0.96149757576356	413.383462302485	-0.011083036324888	0.993577424018406	422.816527524719	-0.0110100041412183	0.997714272678529	408.412055530363	-0.02070748468569	0.953053267135556	0.04686	0.63854	0.10207	NA	NA	NA	no	no	NA	yes
ACVR2A;HiC_scaffold_56	ACVR2A	HiC_scaffold_56	1.59701492537313	1.09622414322658	0.68642072519795	0.172086065094562	positive	positive	no	348.13479320394	-0.101065948933697	0.480145862606285	350.849654265132	-0.0145205677386706	0.993427873805141	364.64228410945	0.0317329816399698	0.997714272678529	341.208769280988	-0.0702264750534778	0.796319530526602	0.01387	0.15497	0.12177	NA	NA	NA	no	no	NA	yes
ACVR2B;HiC_scaffold_37	ACVR2B	HiC_scaffold_37	1.11111111111111	1.02469987910605	0.922229891195448	0.585362052120011	positive	positive	no	3165.4205740785	-0.177314553474744	0.239157197403067	3195.67012259682	-0.0276676121608354	0.986162689803828	3366.29006444158	0.0561530229657261	0.973152182410876	3069.72085169201	-0.122432287512606	0.602897708120955	0	4e-04	0.00365	0	0	0	yes	yes	yes	yes
adam22;HiC_scaffold_53	adam22	HiC_scaffold_53	0.870967741935484	0.964924403817247	1.10787616734573	1	negative	negative	no	191.413974706257	-0.322326949776802	0.396310205573036	204.228915586557	-0.250934569210042	0.835019408676536	225.188607368304	-0.0999507619447298	0.993392831439748	197.159576299763	-0.423188726014943	0.331369141848387	0.07491	0.18852	1	0.50518	0.00028	0	no	no	no	yes
Adamts12;HiC_scaffold_39	Adamts12	HiC_scaffold_39	0.950980392156863	0.970585829998628	1.02061602742124	1	negative	negative	no	188.981128379945	0.026468002139321	0.921160798519142	184.213428195196	0.1301357446181	0.915154284444948	184.170086575885	0.115100005712559	0.980505325488398	180.02352905103	0.139736539024187	0.754764935804009	0.18259	0.19233	0.49368	NA	NA	NA	no	no	NA	yes
ADAMTS16;HiC_scaffold_53	ADAMTS16	HiC_scaffold_53	1.74468085106383	0.892301328086624	0.511441005122821	0.0903317116360067	positive	negative	no	101.634656171076	0.360444302932806	0.109551062795889	99.5871920306847	0.106242216979759	0.92773693382748	93.8586634545142	-0.0852047942088012	0.982014760830329	103.383356953592	0.273622629409791	0.360938271380187	0.02246	0.82681	0.19024	NA	NA	NA	no	no	NA	yes
ADAMTSL5;HiC_scaffold_5	ADAMTSL5	HiC_scaffold_5	0.323809523809524	1.0613770109094	3.27778194545551	0.00113718662986964	negative	positive	yes	70.9338309470799	-0.100699578621234	0.687849662435637	74.6608155391963	-0.180857899704861	0.819007671875563	79.1474983376692	-0.136841898061654	0.97140302336186	74.1999146440636	-0.239345369323902	0.533627177561405	0	0	0.00064	0.56216	0	1e-05	no	yes	no	yes
ADAP1;HiC_scaffold_1	ADAP1	HiC_scaffold_1	1.0374531835206	1.09203060863058	1.05260712095439	0.796157341431056	positive	positive	no	261.108443556376	-0.0543741684042159	0.739475768891927	260.953541003543	0.00853057512541851	0.993577424018406	267.792526758287	0.0344245734140383	0.997714272678529	254.875795522967	-0.0215188846917188	0.936517418035704	0.71607	0.26327	0.35645	0.46461	0.00102	0.14666	no	no	no	yes
